Year,Exp_Total,Ctrl_Total,Ctrl_Relapse,Mean_Age_Exp,Mean_Age_Ctrl,Female_%_Exp,Female_%_Ctrl,Baseline_HRSD_Exp,Baseline_HRSD_Ctrl,Baseline_BDI_Exp,Baseline_BDI_Ctrl,Previous_Episodes,Medication_%_Exp,Medication_%_Ctrl,No_of_Sessions,Duration_Weeks,Followup_Months,Relapse_Rate_Exp,Relapse_Rate_Ctrl
2016.1666666666667,115.16666666666667,85.16666666666667,42.833333333333336,45,46.166666666666664,1,70.43333333333334,14,7.846666666666667,18,14.209999999999999,3,1,93.51666666666667,8,7.5,12,0.3478583687645851,0.4723420514506104
